test_id,dataset,task,input_text,sentence1,sentence2,expected_label,capability,relation,counterfactual_text,cf_sentence1,cf_sentence2,counterfactual_expected_label,expected_cues,misleading_cues,source,metadata,model,model_checkpoint,predicted_label,predicted_label_id,raw_predicted_label,confidence,probabilities_json,probabilities_by_label_json,fail_status,cf_predicted_label,cf_confidence,cf_probabilities_json,cf_probabilities_by_label_json,cf_fail_status,CS,AM,cue_attribution_ratio,EVFS,explanation_method,top_attribution_tokens,failure_reason
snli_bench_0135,snli,nli,"A short-haired man in a pink striped shirt is turned away from the camera while holding a tray carrying a number of glasses, while a frizzy-haired woman looks on. [SEP] Everybody is bald","A short-haired man in a pink striped shirt is turned away from the camera while holding a tray carrying a number of glasses, while a frizzy-haired woman looks on.",Everybody is bald,CONTRADICTION,semantic_role_sensitivity,invariance,,"A short-haired man in a pink striped shirt is turned away from the camera while holding a tray carrying a number of glasses, while a frizzy-haired woman looks on.",Everybody is bald,CONTRADICTION,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,ENTAILMENT,0,LABEL_0,0.9984241724014282,"[0.9984241724014282, 0.0002442902186885476, 0.0013316575204953551]","{""ENTAILMENT"": 0.9984241724014282, ""NEUTRAL"": 0.0002442902186885476, ""CONTRADICTION"": 0.0013316575204953551}",1,ENTAILMENT,0.9984241724014282,"[0.9984241724014282, 0.0002442902186885476, 0.0013316575204953551]","{""ENTAILMENT"": 0.9984241724014282, ""NEUTRAL"": 0.0002442902186885476, ""CONTRADICTION"": 0.0013316575204953551}",1,0.0,0.5,0.0,0.0,gradient,"[[""bald"", 0.30157134371333], [""haired"", 0.14342623600779156], [""everybody"", 0.09121159629151453], [""iz"", 0.042880978257153916], [""zy"", 0.03347415105082653], [""is"", 0.0326474380793421], [""striped"", 0.032198102467202165], [""fr"", 0.024300247636247344], [""a"", 0.022763219589263608], [""short"", 0.021473495169223037]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: bald:0.30, haired:0.14, everybody:0.09, iz:0.04, zy:0.03."
snli_bench_0137,snli,nli,women in a hat a making selling goods. [SEP] A woman wearing a hat is selling goods to feed her family.,women in a hat a making selling goods.,A woman wearing a hat is selling goods to feed her family.,NEUTRAL,semantic_role_sensitivity,invariance,,women in a hat a making selling goods.,A woman wearing a hat is selling goods to feed her family.,NEUTRAL,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,CONTRADICTION,2,LABEL_2,0.9965180158615112,"[0.002607266418635845, 0.0008747032261453569, 0.9965180158615112]","{""ENTAILMENT"": 0.002607266418635845, ""NEUTRAL"": 0.0008747032261453569, ""CONTRADICTION"": 0.9965180158615112}",1,CONTRADICTION,0.9965180158615112,"[0.002607266418635845, 0.0008747032261453569, 0.9965180158615112]","{""ENTAILMENT"": 0.002607266418635845, ""NEUTRAL"": 0.0008747032261453569, ""CONTRADICTION"": 0.9965180158615112}",1,0.0,0.5,0.0,0.0,gradient,"[[""feed"", 0.17380709576309794], [""goods"", 0.13450138593893965], [""selling"", 0.12520218671638056], [""making"", 0.0984423078402201], [""hat"", 0.0957565533283979], [""family"", 0.08805936893000933], [""a"", 0.060610493713845234], [""wearing"", 0.0447884295530343], [""to"", 0.041487861696447165], [""her"", 0.03456864999105244]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: feed:0.17, goods:0.13, selling:0.13, making:0.10, hat:0.10."
snli_bench_0138,snli,nli,A woman runs along a rocky shore. [SEP] A woman sits at a picnic table near the rocky shore.,A woman runs along a rocky shore.,A woman sits at a picnic table near the rocky shore.,CONTRADICTION,semantic_role_sensitivity,invariance,,A woman runs along a rocky shore.,A woman sits at a picnic table near the rocky shore.,CONTRADICTION,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,ENTAILMENT,0,LABEL_0,0.5465897917747498,"[0.5465897917747498, 0.0006874644313938916, 0.4527226984500885]","{""ENTAILMENT"": 0.5465897917747498, ""NEUTRAL"": 0.0006874644313938916, ""CONTRADICTION"": 0.4527226984500885}",1,ENTAILMENT,0.5465897917747498,"[0.5465897917747498, 0.0006874644313938916, 0.4527226984500885]","{""ENTAILMENT"": 0.5465897917747498, ""NEUTRAL"": 0.0006874644313938916, ""CONTRADICTION"": 0.4527226984500885}",1,0.0,0.5,0.0,0.0,gradient,"[[""picnic"", 0.1888540085648107], [""runs"", 0.1388570733499156], [""shore"", 0.11651836090566696], [""rocky"", 0.10011602069609056], [""sits"", 0.08861985685879964], [""woman"", 0.08564471465039149], [""table"", 0.07475750695844482], [""along"", 0.0690930676439848], [""a"", 0.06056988934094699], [""near"", 0.034376226002116365]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: picnic:0.19, runs:0.14, shore:0.12, rocky:0.10, sits:0.09."
snli_bench_0139,snli,nli,People riding an old looking trolley. [SEP] The trolley looks brand new.,People riding an old looking trolley.,The trolley looks brand new.,CONTRADICTION,semantic_role_sensitivity,invariance,,People riding an old looking trolley.,The trolley looks brand new.,CONTRADICTION,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,ENTAILMENT,0,LABEL_0,0.9971551895141602,"[0.9971551895141602, 0.0012574857100844383, 0.0015872771618887782]","{""ENTAILMENT"": 0.9971551895141602, ""NEUTRAL"": 0.0012574857100844383, ""CONTRADICTION"": 0.0015872771618887782}",1,ENTAILMENT,0.9971551895141602,"[0.9971551895141602, 0.0012574857100844383, 0.0015872771618887782]","{""ENTAILMENT"": 0.9971551895141602, ""NEUTRAL"": 0.0012574857100844383, ""CONTRADICTION"": 0.0015872771618887782}",1,0.0,0.5,0.0,0.0,gradient,"[[""new"", 0.21884197272688796], [""brand"", 0.200453047061847], [""old"", 0.15995677115275506], [""trolley"", 0.12751839853015617], [""looks"", 0.08687780091429774], [""looking"", 0.0779863020847277], [""riding"", 0.04898904477743849], [""an"", 0.0327475123797356], [""people"", 0.027534823798699568], [""the"", 0.019094326573454737]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: new:0.22, brand:0.20, old:0.16, trolley:0.13, looks:0.09."
snli_bench_0124,snli,nli,"A person in a white t-shirt, military print cap and red bandanna with a skeleton on it covering most of the person's face. [SEP] The t-shirt is white.","A person in a white t-shirt, military print cap and red bandanna with a skeleton on it covering most of the person's face.",The t-shirt is white.,ENTAILMENT,semantic_role_sensitivity,invariance,,"A person in a white t-shirt, military print cap and red bandanna with a skeleton on it covering most of the person's face.",The t-shirt is white.,ENTAILMENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,NEUTRAL,1,LABEL_1,0.983788013458252,"[0.00234421668574214, 0.983788013458252, 0.013867761008441448]","{""ENTAILMENT"": 0.00234421668574214, ""NEUTRAL"": 0.983788013458252, ""CONTRADICTION"": 0.013867761008441448}",1,NEUTRAL,0.983788013458252,"[0.00234421668574214, 0.983788013458252, 0.013867761008441448]","{""ENTAILMENT"": 0.00234421668574214, ""NEUTRAL"": 0.983788013458252, ""CONTRADICTION"": 0.013867761008441448}",1,0.0,0.5,0.0,0.0,gradient,"[[""white"", 0.23247631499061003], [""shirt"", 0.13932743392184183], [""skeleton"", 0.08727300685523882], [""t"", 0.08348487568389594], [""banda"", 0.04613118796457046], [""person"", 0.03815804741055737], [""red"", 0.032613758344491824], [""nna"", 0.032565022595880885], [""print"", 0.0323785655598602], [""cap"", 0.0314659271455936]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: white:0.23, shirt:0.14, skeleton:0.09, t:0.08, banda:0.05."
snli_bench_0194,snli,nli,A man and woman and two small children are sitting in the floor with wrapped Christmas presents. [SEP] Everyone in the photo are related.,A man and woman and two small children are sitting in the floor with wrapped Christmas presents.,Everyone in the photo are related.,NEUTRAL,semantic_role_sensitivity,invariance,,A man and woman and two small children are sitting in the floor with wrapped Christmas presents.,Everyone in the photo are related.,NEUTRAL,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,CONTRADICTION,2,LABEL_2,0.9593544602394104,"[0.03158864006400108, 0.009056927636265755, 0.9593544602394104]","{""ENTAILMENT"": 0.03158864006400108, ""NEUTRAL"": 0.009056927636265755, ""CONTRADICTION"": 0.9593544602394104}",1,CONTRADICTION,0.9593544602394104,"[0.03158864006400108, 0.009056927636265755, 0.9593544602394104]","{""ENTAILMENT"": 0.03158864006400108, ""NEUTRAL"": 0.009056927636265755, ""CONTRADICTION"": 0.9593544602394104}",1,0.0,0.5,0.0,0.0,gradient,"[[""related"", 0.2017955084087107], [""photo"", 0.19455522247957077], [""everyone"", 0.11072702106654779], [""presents"", 0.06305099747633366], [""are"", 0.05903648822560518], [""in"", 0.05351898443540626], [""christmas"", 0.048069618362734254], [""floor"", 0.040183208183967915], [""sitting"", 0.03349303045981119], [""wrapped"", 0.029185952295526427]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: related:0.20, photo:0.19, everyone:0.11, presents:0.06, are:0.06."
snli_bench_0195,snli,nli,A male construction worker hammers a nail. [SEP] A construction worker drives the nail into the kitchen wall.,A male construction worker hammers a nail.,A construction worker drives the nail into the kitchen wall.,NEUTRAL,semantic_role_sensitivity,invariance,,A male construction worker hammers a nail.,A construction worker drives the nail into the kitchen wall.,NEUTRAL,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,CONTRADICTION,2,LABEL_2,0.9826818108558655,"[0.016748882830142975, 0.0005692939157597721, 0.9826818108558655]","{""ENTAILMENT"": 0.016748882830142975, ""NEUTRAL"": 0.0005692939157597721, ""CONTRADICTION"": 0.9826818108558655}",1,CONTRADICTION,0.9826818108558655,"[0.016748882830142975, 0.0005692939157597721, 0.9826818108558655]","{""ENTAILMENT"": 0.016748882830142975, ""NEUTRAL"": 0.0005692939157597721, ""CONTRADICTION"": 0.9826818108558655}",1,0.0,0.5,0.0,0.0,gradient,"[[""nail"", 0.19614650788215585], [""hammer"", 0.1266570538867868], [""kitchen"", 0.1169271696563296], [""worker"", 0.10435270544700984], [""drives"", 0.09929638135133613], [""construction"", 0.08729147080108018], [""wall"", 0.06686659687394683], [""male"", 0.06288258452083201], [""a"", 0.051405412963053766], [""into"", 0.03216191056633845]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: nail:0.20, hammer:0.13, kitchen:0.12, worker:0.10, drives:0.10."
snli_bench_0196,snli,nli,Three people loading or unloading their car. [SEP] Three people loading items for work.,Three people loading or unloading their car.,Three people loading items for work.,NEUTRAL,semantic_role_sensitivity,invariance,,Three people loading or unloading their car.,Three people loading items for work.,NEUTRAL,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,CONTRADICTION,2,LABEL_2,0.7020059823989868,"[0.11913920193910599, 0.1788547784090042, 0.7020059823989868]","{""ENTAILMENT"": 0.11913920193910599, ""NEUTRAL"": 0.1788547784090042, ""CONTRADICTION"": 0.7020059823989868}",1,CONTRADICTION,0.7020059823989868,"[0.11913920193910599, 0.1788547784090042, 0.7020059823989868]","{""ENTAILMENT"": 0.11913920193910599, ""NEUTRAL"": 0.1788547784090042, ""CONTRADICTION"": 0.7020059823989868}",1,0.0,0.5,0.0,0.0,gradient,"[[""loading"", 0.3465529226048179], [""work"", 0.17470645724348075], [""items"", 0.11114330897625321], [""people"", 0.08687573879240694], [""car"", 0.07182754731451112], [""three"", 0.06269344775573278], [""for"", 0.05639186994666117], [""un"", 0.03573946093504841], [""their"", 0.0290154570624337], [""or"", 0.025053789368654017]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: loading:0.35, work:0.17, items:0.11, people:0.09, car:0.07."
snli_bench_0197,snli,nli,Children participating at a party while looking at the one kid in exuberance over the new toy. [SEP] A child just opened his smallest gift at his party,Children participating at a party while looking at the one kid in exuberance over the new toy.,A child just opened his smallest gift at his party,NEUTRAL,semantic_role_sensitivity,invariance,,Children participating at a party while looking at the one kid in exuberance over the new toy.,A child just opened his smallest gift at his party,NEUTRAL,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,CONTRADICTION,2,LABEL_2,0.7694901823997498,"[0.19677124917507172, 0.03373865783214569, 0.7694901823997498]","{""ENTAILMENT"": 0.19677124917507172, ""NEUTRAL"": 0.03373865783214569, ""CONTRADICTION"": 0.7694901823997498}",1,CONTRADICTION,0.7694901823997498,"[0.19677124917507172, 0.03373865783214569, 0.7694901823997498]","{""ENTAILMENT"": 0.19677124917507172, ""NEUTRAL"": 0.03373865783214569, ""CONTRADICTION"": 0.7694901823997498}",1,0.0,0.5,0.0,0.0,gradient,"[[""smallest"", 0.1456795446050237], [""toy"", 0.1361583120206714], [""gift"", 0.08645976726617234], [""uber"", 0.07635914963853886], [""party"", 0.05135143165479398], [""at"", 0.05050615781275757], [""kid"", 0.04433528261621442], [""opened"", 0.039740392099076594], [""his"", 0.037624435623646695], [""participating"", 0.03585991565435657]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: smallest:0.15, toy:0.14, gift:0.09, uber:0.08, party:0.05."
snli_bench_0198,snli,nli,"A young man attempts to pole vault over a bar, barely inches away from it mid flight. [SEP] A young man throws a shotput.","A young man attempts to pole vault over a bar, barely inches away from it mid flight.",A young man throws a shotput.,CONTRADICTION,semantic_role_sensitivity,invariance,,"A young man attempts to pole vault over a bar, barely inches away from it mid flight.",A young man throws a shotput.,CONTRADICTION,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,ENTAILMENT,0,LABEL_0,0.953486979007721,"[0.953486979007721, 0.019267110154032707, 0.027245797216892242]","{""ENTAILMENT"": 0.953486979007721, ""NEUTRAL"": 0.019267110154032707, ""CONTRADICTION"": 0.027245797216892242}",1,ENTAILMENT,0.953486979007721,"[0.953486979007721, 0.019267110154032707, 0.027245797216892242]","{""ENTAILMENT"": 0.953486979007721, ""NEUTRAL"": 0.019267110154032707, ""CONTRADICTION"": 0.027245797216892242}",1,0.0,0.5,0.0,0.0,gradient,"[[""put"", 0.19355081914911054], [""throws"", 0.14495465647864572], [""shot"", 0.12994564079423285], [""vault"", 0.09865203552007286], [""pole"", 0.07087948459311415], [""a"", 0.06259361318673894], [""inches"", 0.04752189974075675], [""attempts"", 0.040719250925596674], [""man"", 0.03573505482553427], [""young"", 0.033418627138118114]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: put:0.19, throws:0.14, shot:0.13, vault:0.10, pole:0.07."
snli_bench_0199,snli,nli,young female in striped shirt holding baby boy with red striped outfit [SEP] Young woman holding a fruit basket.,young female in striped shirt holding baby boy with red striped outfit,Young woman holding a fruit basket.,CONTRADICTION,semantic_role_sensitivity,invariance,,young female in striped shirt holding baby boy with red striped outfit,Young woman holding a fruit basket.,CONTRADICTION,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,ENTAILMENT,0,LABEL_0,0.9952377080917358,"[0.9952377080917358, 0.0011586126638576388, 0.003603626973927021]","{""ENTAILMENT"": 0.9952377080917358, ""NEUTRAL"": 0.0011586126638576388, ""CONTRADICTION"": 0.003603626973927021}",1,ENTAILMENT,0.9952377080917358,"[0.9952377080917358, 0.0011586126638576388, 0.003603626973927021]","{""ENTAILMENT"": 0.9952377080917358, ""NEUTRAL"": 0.0011586126638576388, ""CONTRADICTION"": 0.003603626973927021}",1,0.0,0.5,0.0,0.0,gradient,"[[""fruit"", 0.15765617261848291], [""basket"", 0.1544540693041549], [""striped"", 0.12161207746135427], [""holding"", 0.11238647731033266], [""baby"", 0.06559651964638986], [""outfit"", 0.06038389561708959], [""boy"", 0.05290586215945534], [""shirt"", 0.05120007501133953], [""female"", 0.05058043684853729], [""young"", 0.04857330600361168]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: fruit:0.16, basket:0.15, striped:0.12, holding:0.11, baby:0.07."
snli_bench_0200,snli,nli,There are two men standing beside a market of fruits and vegetables. [SEP] Two men are standing beside produce.,There are two men standing beside a market of fruits and vegetables.,Two men are standing beside produce.,ENTAILMENT,semantic_role_sensitivity,invariance,,There are two men standing beside a market of fruits and vegetables.,Two men are standing beside produce.,ENTAILMENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,NEUTRAL,1,LABEL_1,0.9961982369422913,"[0.0004545258707366884, 0.9961982369422913, 0.0033471565693616867]","{""ENTAILMENT"": 0.0004545258707366884, ""NEUTRAL"": 0.9961982369422913, ""CONTRADICTION"": 0.0033471565693616867}",1,NEUTRAL,0.9961982369422913,"[0.0004545258707366884, 0.9961982369422913, 0.0033471565693616867]","{""ENTAILMENT"": 0.0004545258707366884, ""NEUTRAL"": 0.9961982369422913, ""CONTRADICTION"": 0.0033471565693616867}",1,0.0,0.5,0.0,0.0,gradient,"[[""produce"", 0.24371294790074716], [""beside"", 0.13549880348835133], [""fruits"", 0.12494901294114323], [""vegetables"", 0.11682426581843312], [""market"", 0.08965421337539668], [""standing"", 0.08656561183126872], [""men"", 0.0578187224746452], [""two"", 0.04412846261963089], [""are"", 0.03475490935132258], [""and"", 0.02136761044165573]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: produce:0.24, beside:0.14, fruits:0.12, vegetables:0.12, market:0.09."
snli_bench_0201,snli,nli,A man in a kitchen leaning over a table sharpening a knife. [SEP] A guy shines his shoes.,A man in a kitchen leaning over a table sharpening a knife.,A guy shines his shoes.,CONTRADICTION,semantic_role_sensitivity,invariance,,A man in a kitchen leaning over a table sharpening a knife.,A guy shines his shoes.,CONTRADICTION,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,ENTAILMENT,0,LABEL_0,0.9949570298194885,"[0.9949570298194885, 0.0020671042148023844, 0.0029759344179183245]","{""ENTAILMENT"": 0.9949570298194885, ""NEUTRAL"": 0.0020671042148023844, ""CONTRADICTION"": 0.0029759344179183245}",1,ENTAILMENT,0.9949570298194885,"[0.9949570298194885, 0.0020671042148023844, 0.0029759344179183245]","{""ENTAILMENT"": 0.9949570298194885, ""NEUTRAL"": 0.0020671042148023844, ""CONTRADICTION"": 0.0029759344179183245}",1,0.0,0.5,0.0,0.0,gradient,"[[""shine"", 0.21250739014282233], [""shoes"", 0.17417372571109987], [""knife"", 0.10709530714099257], [""sharpe"", 0.09430725453726348], [""guy"", 0.06380619535469291], [""a"", 0.06363113920296348], [""ning"", 0.05019710677432335], [""leaning"", 0.04247889072552742], [""kitchen"", 0.040376699173998984], [""table"", 0.03865554911094546]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: shine:0.21, shoes:0.17, knife:0.11, sharpe:0.09, guy:0.06."
snli_bench_0202,snli,nli,A man is cooking pies in the oven. [SEP] The oven has turkeys in it.,A man is cooking pies in the oven.,The oven has turkeys in it.,CONTRADICTION,semantic_role_sensitivity,invariance,,A man is cooking pies in the oven.,The oven has turkeys in it.,CONTRADICTION,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,ENTAILMENT,0,LABEL_0,0.9036739468574524,"[0.9036739468574524, 0.0017539479304105043, 0.09457211941480637]","{""ENTAILMENT"": 0.9036739468574524, ""NEUTRAL"": 0.0017539479304105043, ""CONTRADICTION"": 0.09457211941480637}",1,ENTAILMENT,0.9036739468574524,"[0.9036739468574524, 0.0017539479304105043, 0.09457211941480637]","{""ENTAILMENT"": 0.9036739468574524, ""NEUTRAL"": 0.0017539479304105043, ""CONTRADICTION"": 0.09457211941480637}",1,0.0,0.5,0.0,0.0,gradient,"[[""pie"", 0.26109339681180393], [""turkey"", 0.20740024257311854], [""oven"", 0.1951261106596092], [""s"", 0.08256866577196907], [""cooking"", 0.08031941468646661], [""in"", 0.03692671016145404], [""man"", 0.034430821354202404], [""has"", 0.02717335506642367], [""the"", 0.023335290981719898], [""is"", 0.0225289497010418]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: pie:0.26, turkey:0.21, oven:0.20, s:0.08, cooking:0.08."
snli_bench_0203,snli,nli,"A father with a red shirt and beard is cuddling with his two children in a chair. [SEP] A father drowns his two children, since he hates his life.",A father with a red shirt and beard is cuddling with his two children in a chair.,"A father drowns his two children, since he hates his life.",CONTRADICTION,semantic_role_sensitivity,invariance,,A father with a red shirt and beard is cuddling with his two children in a chair.,"A father drowns his two children, since he hates his life.",CONTRADICTION,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,ENTAILMENT,0,LABEL_0,0.9943634271621704,"[0.9943634271621704, 0.00017398243653587997, 0.005462556146085262]","{""ENTAILMENT"": 0.9943634271621704, ""NEUTRAL"": 0.00017398243653587997, ""CONTRADICTION"": 0.005462556146085262}",1,ENTAILMENT,0.9943634271621704,"[0.9943634271621704, 0.00017398243653587997, 0.005462556146085262]","{""ENTAILMENT"": 0.9943634271621704, ""NEUTRAL"": 0.00017398243653587997, ""CONTRADICTION"": 0.005462556146085262}",1,0.0,0.5,0.0,0.0,gradient,"[[""drown"", 0.2516945429520135], [""ddling"", 0.16115615971212754], [""cu"", 0.07011466362854428], [""father"", 0.06907758875060452], [""hates"", 0.06574693166958531], [""children"", 0.054284090552435105], [""beard"", 0.04019977872642539], [""a"", 0.035798958298766816], [""his"", 0.03418874333854586], [""with"", 0.03391755494911925]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: drown:0.25, ddling:0.16, cu:0.07, father:0.07, hates:0.07."
snli_bench_0204,snli,nli,A woman in a striped shirt posing for the camera while another woman holding a drink looks on. [SEP] The woman is posing for a magazine.,A woman in a striped shirt posing for the camera while another woman holding a drink looks on.,The woman is posing for a magazine.,NEUTRAL,semantic_role_sensitivity,invariance,,A woman in a striped shirt posing for the camera while another woman holding a drink looks on.,The woman is posing for a magazine.,NEUTRAL,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,ENTAILMENT,0,LABEL_0,0.9468638896942139,"[0.9468638896942139, 0.005543149076402187, 0.04759291931986809]","{""ENTAILMENT"": 0.9468638896942139, ""NEUTRAL"": 0.005543149076402187, ""CONTRADICTION"": 0.04759291931986809}",1,ENTAILMENT,0.9468638896942139,"[0.9468638896942139, 0.005543149076402187, 0.04759291931986809]","{""ENTAILMENT"": 0.9468638896942139, ""NEUTRAL"": 0.005543149076402187, ""CONTRADICTION"": 0.04759291931986809}",1,0.0,0.5,0.0,0.0,gradient,"[[""posing"", 0.20596765289055766], [""magazine"", 0.1989474974183729], [""camera"", 0.11774706044527684], [""shirt"", 0.07038670860263181], [""a"", 0.06476580631687713], [""for"", 0.06228201591374938], [""striped"", 0.061438879556037405], [""woman"", 0.051291744451340535], [""drink"", 0.043411424270970375], [""the"", 0.025074750248985634]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: posing:0.21, magazine:0.20, camera:0.12, shirt:0.07, a:0.06."
snli_bench_0205,snli,nli,A street scene of people on scooters. [SEP] There is only one person present.,A street scene of people on scooters.,There is only one person present.,CONTRADICTION,semantic_role_sensitivity,invariance,,A street scene of people on scooters.,There is only one person present.,CONTRADICTION,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,ENTAILMENT,0,LABEL_0,0.998596727848053,"[0.998596727848053, 0.00014904994168318808, 0.0012541798641905189]","{""ENTAILMENT"": 0.998596727848053, ""NEUTRAL"": 0.00014904994168318808, ""CONTRADICTION"": 0.0012541798641905189}",1,ENTAILMENT,0.998596727848053,"[0.998596727848053, 0.00014904994168318808, 0.0012541798641905189]","{""ENTAILMENT"": 0.998596727848053, ""NEUTRAL"": 0.00014904994168318808, ""CONTRADICTION"": 0.0012541798641905189}",1,0.0,0.5,0.0,0.0,gradient,"[[""scene"", 0.13754810890357383], [""only"", 0.1115777912159551], [""present"", 0.10821827643204632], [""oot"", 0.10565154894004321], [""person"", 0.08786722273106272], [""street"", 0.06862641160819047], [""people"", 0.0677250251907577], [""one"", 0.06033667962587867], [""sc"", 0.04336515260866663], [""is"", 0.042984333903761114]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: scene:0.14, only:0.11, present:0.11, oot:0.11, person:0.09."
snli_bench_0206,snli,nli,A small boat carrying at least one passenger floats in the water near a dock around sunset. [SEP] A whale eats the fish.,A small boat carrying at least one passenger floats in the water near a dock around sunset.,A whale eats the fish.,CONTRADICTION,semantic_role_sensitivity,invariance,,A small boat carrying at least one passenger floats in the water near a dock around sunset.,A whale eats the fish.,CONTRADICTION,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,ENTAILMENT,0,LABEL_0,0.7549014091491699,"[0.7549014091491699, 0.000536804145667702, 0.24456177651882172]","{""ENTAILMENT"": 0.7549014091491699, ""NEUTRAL"": 0.000536804145667702, ""CONTRADICTION"": 0.24456177651882172}",1,ENTAILMENT,0.7549014091491699,"[0.7549014091491699, 0.000536804145667702, 0.24456177651882172]","{""ENTAILMENT"": 0.7549014091491699, ""NEUTRAL"": 0.000536804145667702, ""CONTRADICTION"": 0.24456177651882172}",1,0.0,0.5,0.0,0.0,gradient,"[[""whale"", 0.18230937117764012], [""floats"", 0.15764166328450016], [""eats"", 0.12395821596522193], [""fish"", 0.08211556442179187], [""sunset"", 0.06536365953223452], [""passenger"", 0.06399135198688584], [""boat"", 0.05230201656157036], [""a"", 0.04516496473060468], [""the"", 0.033789556269544815], [""carrying"", 0.03078046649596403]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: whale:0.18, floats:0.16, eats:0.12, fish:0.08, sunset:0.07."
snli_bench_0164,snli,nli,A woman and man are cutting a large cake. [SEP] People are cutting a cake.,A woman and man are cutting a large cake.,People are cutting a cake.,ENTAILMENT,semantic_role_sensitivity,invariance,,A woman and man are cutting a large cake.,People are cutting a cake.,ENTAILMENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MNLI,NEUTRAL,1,LABEL_1,0.9936880469322205,"[0.0010971134761348367, 0.9936880469322205, 0.005214886274188757]","{""ENTAILMENT"": 0.0010971134761348367, ""NEUTRAL"": 0.9936880469322205, ""CONTRADICTION"": 0.005214886274188757}",1,NEUTRAL,0.9936880469322205,"[0.0010971134761348367, 0.9936880469322205, 0.005214886274188757]","{""ENTAILMENT"": 0.0010971134761348367, ""NEUTRAL"": 0.9936880469322205, ""CONTRADICTION"": 0.005214886274188757}",1,0.0,0.5,0.0,0.0,gradient,"[[""cutting"", 0.17996681712288648], [""cake"", 0.16966734415322465], [""people"", 0.1692012170437599], [""are"", 0.123556085310917], [""woman"", 0.10495033273003634], [""a"", 0.08036036145603533], [""man"", 0.07978178370336197], [""large"", 0.05173124604570443], [""and"", 0.04078481243407391]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: cutting:0.18, cake:0.17, people:0.17, are:0.12, woman:0.10."
